url,n_stars,created_at,updated_at,pushed_at,is_fork,archived_at,is_template,license,primary_language,topics,description
pkg/sftp,1361,2013-11-05T04:36:00Z,2023-07-02T03:37:49Z,2023-05-19T15:57:54Z,False,,False,"BSD 2-Clause ""Simplified"" License",Go,"['go', 'sftp']",SFTP support for the go.crypto/ssh package
pkg/term,375,2014-05-06T08:29:34Z,2023-07-01T11:43:44Z,2023-02-25T06:36:39Z,False,,False,"BSD 2-Clause ""Simplified"" License",Go,[],Package term manages POSIX terminals.
pkg/xattr,146,2016-10-29T23:45:56Z,2023-06-22T15:20:54Z,2023-02-21T22:18:00Z,False,,False,"BSD 2-Clause ""Simplified"" License",Go,"['xattr', 'golang-library', 'extended-attributes', 'golang', 'system', 'linux-darwin-freebsd']",Extended attribute support for Go (linux + darwin + freebsd)
planetscale/pargzip,0,2020-07-15T01:58:26Z,2020-11-16T22:47:52Z,2020-11-16T22:47:50Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Go,[],Fork of https://github.com/golang/build/tree/master/pargzip
planetscale/tengo,4,2020-12-11T13:26:10Z,2023-01-28T00:21:36Z,2022-05-31T14:26:54Z,True,2022-05-31T21:27:14Z,False,Apache License 2.0,Go,[],Go La Tengo: a MySQL automation library
platformdirs/platformdirs,319,2021-05-13T11:48:19Z,2023-07-02T09:50:31Z,2023-07-01T22:28:55Z,False,,False,MIT License,Python,"['cross-platform', 'configuration', 'xdg', 'xdg-user-dirs', 'hacktoberfest', 'appdirs']","A small Python module for determining appropriate platform-specific dirs, e.g. a ""user data dir""."
plinss/uri-template,1,2020-01-27T03:18:59Z,2023-04-10T04:14:14Z,2023-06-21T02:44:19Z,False,,False,MIT License,Python,[],Mirror of https://gitlab.linss.com/open-source/python/uri-template/ 
plizonczyk/noiseprotocol,180,2017-09-11T22:19:17Z,2023-05-10T10:07:51Z,2023-05-09T17:32:46Z,False,,False,MIT License,Python,"['cryptography', 'noise-protocol-framework', 'noise-protocol', 'python3']",Noise Protocol Framework - Python 3 implementation
plougher/squashfs-tools,558,2012-11-01T16:44:15Z,2023-06-29T19:41:28Z,2023-06-12T18:54:50Z,False,,False,GNU General Public License v2.0,C,"['mkfs', 'squashfs', 'linux', 'filesystem', 'mksquashfs', 'tar', 'tarball', 'lzo', 'zstd', 'squashfs-image', 'compression', 'archiving']",tools to create and extract Squashfs filesystems
pmachata/dwlocstat,3,2012-10-08T16:13:15Z,2018-11-13T05:19:08Z,2015-03-11T21:36:02Z,False,,False,GNU General Public License v3.0,C++,[],A tool for examining Dwarf location info coverage
pmaupin/pdfrw,1753,2015-05-30T11:53:24Z,2023-07-02T08:42:19Z,2023-03-23T07:32:25Z,False,,False,Other,Python,[],pdfrw is a pure Python library that reads and writes PDFs
pmem/ndctl,219,2015-04-16T20:34:24Z,2023-06-28T22:30:49Z,2023-06-13T19:18:51Z,False,,False,Other,C,"['linux-kernel', 'nvdimm', 'cxl', 'dax']","A ""device memory"" enabling project encompassing tools and libraries for CXL, NVDIMMs, DAX, memory tiering and other platform memory device topics."
pmem/pmdk-convert,1,2018-03-01T16:23:20Z,2023-03-22T10:13:46Z,2023-03-22T10:12:44Z,False,2023-03-22T10:13:46Z,False,Other,CMake,"['pmem', 'pmdk']",Conversion tool for pmdk pools
pmezard/go-difflib,348,2013-10-20T16:54:23Z,2023-06-18T09:04:22Z,2023-05-30T11:23:07Z,False,,False,Other,Go,[],Partial port of Python difflib package to Go
pmikova/java-runtime-decompiler,53,2018-05-03T08:25:53Z,2023-06-27T06:24:54Z,2023-06-29T20:14:11Z,False,,False,GNU General Public License v3.0,Java,[],
pmodels/yaksa,13,2020-03-17T09:48:02Z,2023-03-07T14:39:37Z,2023-04-06T17:10:16Z,False,,False,Other,C,[],Yaksa: High-performance Noncontiguous Data Management
pndurette/gTTS,1919,2014-05-15T02:52:58Z,2023-07-02T01:31:02Z,2023-05-22T02:58:11Z,False,,False,MIT License,Python,"['speech', 'python', 'tts', 'text-to-speech', 'gtts', 'speech-api', 'cli', 'python-library', 'pypi']",Python library and CLI tool to interface with Google Translate's text-to-speech API
pnpnpn/timeout-decorator,551,2012-12-13T18:20:56Z,2023-07-01T01:34:53Z,2023-02-06T14:40:42Z,False,,False,MIT License,Python,"['decorators', 'python', 'timeout', 'timeout-library', 'python-decorators']",Timeout decorator for Python
pnuckowski/aioresponses,439,2016-10-16T10:42:14Z,2023-06-19T17:47:28Z,2023-06-20T12:44:30Z,False,,False,MIT License,Python,"['aiohttp', 'test', 'mocking', 'asyncio']",Aioresponses is a helper for mock/fake web requests in python aiohttp package.
pocl/pocl,764,2013-08-22T09:26:12Z,2023-06-29T11:34:29Z,2023-06-29T08:15:15Z,False,,False,MIT License,C,"['opencl', 'heterogeneous-parallel-programming', 'hacktoberfest']",pocl - Portable Computing Language
podhmo/python-node-semver,21,2014-05-31T08:36:20Z,2023-03-03T07:27:03Z,2023-02-23T17:08:18Z,False,,False,MIT License,Python,[],python version of node-semver
poeml/withlock,15,2015-06-14T18:52:20Z,2023-01-25T17:03:33Z,2023-01-01T13:55:02Z,False,,False,,Python,[],A locking wrapper script.
poetinha/dolphin-connector,6,2010-12-27T15:49:02Z,2020-04-12T14:37:21Z,2020-04-12T14:37:18Z,False,,False,Other,C++,[],"Dolphin Connector is a simple MySQL C API wrapper for C++. It is originally designed to be as efficient as is possible, and makes no use of exceptions."
poezio/slixmpp,107,2014-11-12T21:17:50Z,2023-04-10T03:52:41Z,2022-10-03T08:20:21Z,False,,False,Other,Python,"['xmpp-components', 'library', 'xmpp-client-library', 'xmpp', 'python']","SleekXMPP fork using asyncio, for poezio - Github copy"
policeman-tools/forbidden-apis,298,2015-03-13T22:50:03Z,2023-06-22T10:36:40Z,2023-06-08T10:39:54Z,False,,False,Apache License 2.0,Java,"['ant', 'checker', 'gradle', 'maven', 'java', 'staticanalysis', 'static-analysis', 'code-analysis', 'static-code-analysis']",Policeman's Forbidden API Checker
pollei/pki-usgov-dod-cacerts,2,2015-10-23T19:32:05Z,2021-08-11T02:05:54Z,2016-01-12T04:27:12Z,False,,False,Other,Perl,[],A collection of U.S. Government CA Certs that DOD uses
polymake/jupyter-polymake,2,2015-09-28T12:51:03Z,2018-01-16T09:16:23Z,2018-01-29T10:23:44Z,False,,False,Do What The F*ck You Want To Public License,JavaScript,[],Jupyter wrapper kernel for polymake
ponty/EasyProcess,104,2011-02-08T09:49:43Z,2023-05-23T05:35:44Z,2023-02-26T18:44:04Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,[],Easy to use python subprocess interface
ponty/PyVirtualDisplay,588,2011-02-11T10:41:09Z,2023-06-26T06:17:01Z,2023-03-12T07:54:46Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,[],"Python wrapper for Xvfb, Xephyr and Xvnc"
pop-os/gtk-theme,751,2017-08-02T15:37:04Z,2023-06-29T20:32:21Z,2023-06-06T21:13:08Z,False,,False,GNU General Public License v3.0,SCSS,[],System76 Pop GTK+ Theme
pop-os/icon-theme,172,2019-04-11T16:33:42Z,2023-06-25T02:25:28Z,2023-06-23T21:34:01Z,False,,False,Creative Commons Attribution Share Alike 4.0 International,Python,[],System76 Pop icon theme for Linux
pop-os/keyboard-configurator,233,2020-08-18T17:19:45Z,2023-07-01T20:25:33Z,2023-06-30T16:44:29Z,False,,False,GNU General Public License v3.0,Rust,[],Keyboard configuration UI
pop-os/shell,4295,2019-11-15T02:51:47Z,2023-07-02T09:57:19Z,2023-06-30T21:19:34Z,False,,False,GNU General Public License v3.0,TypeScript,"['tiling', 'gnome-shell-extension', 'pop-os', 'window-manager']",Pop!_OS Shell
posener/autogen,0,2020-05-10T02:29:15Z,2020-05-10T03:12:33Z,2020-05-10T03:12:30Z,False,,False,Apache License 2.0,Go,"['go', 'golang', 'generate', 'go-generate', 'automation', 'code-generation']",Automatically generate files
posener/complete,886,2017-05-05T21:34:07Z,2023-06-29T02:03:44Z,2023-03-30T07:13:09Z,False,,False,MIT License,Go,"['golang', 'go', 'bash-completion', 'zsh-completion', 'fish-completion', 'completion', 'shell']",bash completion written in go + bash completion for go command
posener/script,9,2019-10-23T23:49:28Z,2023-06-11T14:34:07Z,2022-05-10T12:35:41Z,False,,False,Apache License 2.0,Go,"['go', 'golang', 'script', 'util']",Easily write scripts with Go. Improvements for https://github.com/bitfield/script.
posva/catimg,1219,2013-05-26T22:01:55Z,2023-06-30T01:02:36Z,2022-12-22T07:49:01Z,False,,False,MIT License,C,"['shell', 'c', 'imagemagick', 'catimg', 'terminal', 'fun']",🦦 Insanely fast image printing in your terminal
potatosalad/erlang-jose,276,2015-07-27T22:40:04Z,2023-06-14T09:27:45Z,2023-05-25T13:21:38Z,False,,False,MIT License,Erlang,"['jose', 'cryptography', 'jwt', 'erlang', 'elixir']",JSON Object Signing and Encryption (JOSE) for Erlang and Elixir
pothosware/SoapyRTLSDR,106,2015-09-20T08:52:28Z,2023-06-29T19:02:16Z,2023-06-16T08:59:56Z,False,,False,MIT License,C++,"['rtlsdr', 'soapysdr', 'sdr', 'pothos', 'gnuradio']",SoapySDR RTL-SDR Support Module
pothosware/SoapySDR,932,2014-10-04T19:40:28Z,2023-07-01T23:56:17Z,2023-06-05T13:09:39Z,False,,False,Boost Software License 1.0,C++,"['sdr', 'rtlsdr', 'gnuradio', 'hal', 'python', 'pothos', 'soapysdr']",Vendor and platform neutral SDR support library.
pothosware/SoapyUHD,46,2015-04-07T00:26:33Z,2023-06-14T22:59:56Z,2022-03-20T22:14:43Z,False,,False,GNU General Public License v3.0,C++,"['uhd', 'usrp', 'ettus', 'sdr', 'gnuradio', 'pothos', 'soapysdr']",Soapy SDR plugins for UHD supported SDR devices
power-ras/libservicelog,1,2019-11-15T06:39:09Z,2023-02-21T11:40:45Z,2021-05-26T09:14:26Z,False,,False,Other,C,[],libservicelog
power-ras/ppc64-diag,3,2019-11-15T06:38:43Z,2023-04-22T04:13:44Z,2023-06-14T09:28:51Z,False,,False,GNU General Public License v2.0,C,[],
power-ras/servicelog,0,2019-11-15T06:38:56Z,2021-09-07T10:09:38Z,2021-09-07T10:09:44Z,False,,False,Other,C,[],servicelog
powerline/powerline,13843,2012-06-12T12:48:40Z,2023-07-02T15:40:04Z,2023-05-19T21:15:47Z,False,,False,Other,Python,"['python', 'statusline', 'prompt', 'vim', 'bash', 'zsh', 'fish', 'tmux', 'ipython', 'powerline']","Powerline is a statusline plugin for vim, and provides statuslines and prompts for several other applications, including zsh, bash, tmux, IPython, Awesome and Qtile."
powerman/check,6,2017-12-21T08:46:03Z,2023-03-18T16:10:20Z,2023-03-18T16:43:21Z,False,,False,MIT License,Go,"['go', 'golang', 'golang-library', 'unit-testing']",Helpers to complement Go testing package
powerman/deepequal,1,2021-08-15T15:08:49Z,2021-10-09T18:31:01Z,2023-03-16T14:01:42Z,False,,False,MIT License,Go,"['go', 'golang', 'golang-library', 'reflect']",Go package with improved reflect.DeepEqual
ppinard/matplotlib-scalebar,120,2015-12-29T20:12:43Z,2023-06-20T17:37:46Z,2023-06-07T00:58:39Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,"['matplotlib', 'science', 'scalebar']","Provides a new artist for matplotlib to display a scale bar, aka micron bar."
reef-technologies/logfury,3,2016-09-23T21:53:57Z,2022-01-31T21:47:10Z,2021-10-23T08:32:13Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,"['python-library', 'logging-library', 'python']","Responsible, low-boilerplate logging of method calls for python libraries"
pquerna/cachecontrol,116,2015-03-30T23:40:08Z,2023-06-25T02:50:42Z,2023-05-26T00:26:41Z,False,,False,Apache License 2.0,Go,[],Golang HTTP Cache-Control Parser and Interpretation
pquerna/ffjson,2901,2014-03-20T14:08:58Z,2023-06-30T09:31:50Z,2022-12-21T08:14:49Z,False,,False,Apache License 2.0,Go,[],faster JSON serialization for Go
pquerna/otp,1788,2014-12-23T23:45:37Z,2023-07-02T08:18:42Z,2022-12-14T00:40:28Z,False,,False,Apache License 2.0,Go,[],TOTP library for Go
pradyunsg/sphinx-inline-tabs,66,2020-10-14T13:09:18Z,2023-06-11T11:29:35Z,2023-06-20T05:07:26Z,False,,False,MIT License,Python,[],"Add inline tabbed content to your Sphinx documentation. (maintained, though extremely stable as of Jan 2022)"
pradyunsg/sphinx-theme-builder,25,2021-11-02T07:36:16Z,2023-06-27T09:30:46Z,2023-06-26T17:26:42Z,False,,False,MIT License,Python,[],"Streamline the Sphinx theme development workflow (maintained, but extremely stable as of Jan 2023)"
pragha-music-player/pragha,176,2012-03-02T01:06:10Z,2023-07-01T21:05:38Z,2023-01-04T05:11:42Z,False,,False,GNU General Public License v3.0,C,"['music', 'gtk3', 'xfce', 'player', 'gstreamer']",Pragha is a Lightweight Music Player for GNU/Linux.
praiskup/argparse-manpage,29,2017-09-22T14:12:24Z,2023-06-08T13:36:37Z,2023-05-25T05:27:01Z,False,,False,Apache License 2.0,Python,[],Automatically build man-pages for your Python project
praiskup/dnf-plugin-diff,4,2018-09-03T15:23:01Z,2022-07-17T14:04:46Z,2023-05-09T21:22:30Z,False,,False,GNU General Public License v2.0,Python,[],compare package contents against local changes
praiskup/resalloc,3,2017-09-19T08:34:39Z,2023-01-23T08:22:26Z,2023-06-30T15:30:40Z,False,,False,GNU General Public License v2.0,Python,[],Allocator and manager for (expensive) resources
praiskup/resalloc-aws,1,2021-10-08T07:57:29Z,2023-05-14T14:38:39Z,2023-05-10T08:08:12Z,False,,False,GNU General Public License v2.0,Shell,[],Helper scripts for maintaining AWS resources using the Resalloc project
praiskup/resalloc-openstack,0,2017-10-04T15:50:29Z,2022-09-20T10:47:59Z,2023-03-22T23:17:43Z,False,,False,GNU General Public License v2.0,Python,[],Resource allocator spawner/terminator scripts for OpenStack
praw-dev/prawcore,20,2016-02-06T21:02:28Z,2023-06-23T12:58:49Z,2023-05-21T17:30:55Z,False,,False,"BSD 2-Clause ""Simplified"" License",Python,[],Low-level communication layer for PRAW 4+.
prawnpdf/pdf-core,22,2013-11-12T04:03:31Z,2022-02-05T18:24:24Z,2022-09-10T03:19:21Z,False,,False,Other,Ruby,"['prawn', 'pdf']",Implements low level PDF features for Prawn (experimental)
prawnpdf/pdf-inspector,148,2008-08-23T17:38:44Z,2023-01-01T21:06:17Z,2022-02-09T17:38:14Z,False,,False,Other,Ruby,[],"A collection of PDF::Reader based analysis classes for inspecting PDF output.   Mainly used for testing Prawn, but will work with any PDF."
prawnpdf/prawn,4466,2008-04-04T22:37:39Z,2023-07-01T23:11:49Z,2023-04-28T13:26:25Z,False,,False,Other,Ruby,"['ruby', 'pdf-generator', 'prawn', 'pdf']","Fast, Nimble PDF Writer for Ruby"
prawnpdf/prawn-table,196,2014-07-06T16:30:17Z,2023-03-20T21:58:58Z,2022-09-12T14:42:18Z,False,,False,Other,Ruby,[],Provides support for tables in Prawn
prawnpdf/prawn-templates,63,2014-01-21T15:00:16Z,2023-06-26T23:30:45Z,2023-02-09T01:56:34Z,False,,False,Other,Ruby,[],Experimental extraction of template features from Prawn
prawnpdf/ttfunk,116,2008-10-30T22:41:01Z,2022-10-03T07:55:51Z,2022-05-26T21:23:43Z,False,,False,Other,Ruby,"['ruby', 'ttf', 'fonts', 'afm', 'ttc', 'dfont']",Font Metrics Parser for Prawn
pre-commit/identify,205,2017-02-13T05:02:37Z,2023-06-27T05:34:59Z,2023-07-01T19:44:58Z,False,,False,MIT License,Python,[],File identification library for Python
pre-commit/pre-commit,10568,2014-03-13T00:39:38Z,2023-07-02T14:03:29Z,2023-07-01T21:33:30Z,False,,False,MIT License,Python,"['git', 'pre-commit', 'python', 'linter', 'refactoring']",A framework for managing and maintaining multi-language pre-commit hooks.
prehor/amavisd-milter,6,2019-01-06T19:36:33Z,2023-02-27T10:55:56Z,2023-06-23T15:40:03Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",C,"['amavis', 'amavisd', 'milter']",Milter interface for the amavis spam filter engine.
premailer/css_parser,270,2009-12-08T17:22:24Z,2023-05-16T13:38:14Z,2023-03-15T22:53:24Z,False,,False,Other,Ruby,"['ruby', 'css-parser']",Ruby CSS Parser
preservim/nerdtree,18565,2008-03-10T07:34:08Z,2023-07-01T22:36:14Z,2023-06-21T07:30:30Z,False,,False,Do What The F*ck You Want To Public License,Vim Script,"['vim', 'vim-plugin', 'vim-plugins', 'file-management', 'file-manager']",A tree explorer plugin for vim.
pressly/goose,4055,2016-02-25T20:39:37Z,2023-07-02T17:36:32Z,2023-07-01T05:05:28Z,False,,False,Other,Go,"['database', 'sql', 'migration', 'schema', 'postgres', 'mysql', 'sqlite', 'golang', 'go', 'migrations', 'database-migrations', 'postgresql']",A database migration tool. Supports SQL migrations and Go functions. 
pri22296/beautifultable,145,2017-01-07T05:01:03Z,2023-06-08T15:55:20Z,2022-05-13T19:35:03Z,False,,False,MIT License,Python,"['table', 'ascii-table', 'python3', 'utility', 'terminal']",Python package for printing visually appealing tables on a terminal.
processone/cache_tab,42,2013-05-02T10:50:43Z,2022-07-14T17:19:19Z,2022-05-02T10:21:13Z,False,,False,Apache License 2.0,Erlang,"['erlang', 'cache']",In-memory cache Erlang / Elixir library
processone/eimp,44,2017-09-11T06:34:44Z,2023-06-21T06:17:05Z,2022-06-02T15:11:11Z,False,,False,Apache License 2.0,Erlang,"['image-processing', 'erlang']",Erlang Image Manipulation Process
processone/epam,9,2013-04-04T13:07:35Z,2022-11-11T08:41:28Z,2023-01-17T09:44:24Z,False,,False,Other,Erlang,"['pam', 'pam-module']",epam helper for Erlang / Elixir PAM authentication support
processone/esip,17,2016-01-22T10:22:00Z,2023-02-23T04:06:31Z,2023-01-17T10:15:55Z,False,,False,Other,Erlang,"['sip-server', 'voip']",ProcessOne SIP server component in Erlang
processone/ezlib,11,2016-01-21T21:41:17Z,2023-02-01T22:38:11Z,2022-05-02T10:47:50Z,False,,False,Other,Erlang,[],Native zlib driver for Erlang / Elixir
processone/fast_tls,80,2015-12-14T13:45:03Z,2022-07-16T13:02:15Z,2022-10-12T10:32:29Z,False,,False,Other,C,"['openssl', 'erlang', 'elixir']",TLS / SSL OpenSSL-based native driver for Erlang / Elixir
processone/fast_xml,124,2015-11-23T18:04:45Z,2023-06-08T09:15:27Z,2022-05-02T10:27:46Z,False,,False,Apache License 2.0,Erlang,"['xml', 'xml-stream-parsing', 'erlang-xml-parser', 'erlang', 'xmpp', 'elixir']",Fast Expat based Erlang XML parsing library
processone/fast_yaml,48,2015-12-11T15:40:11Z,2023-06-07T06:48:24Z,2023-01-17T10:06:14Z,False,,False,Apache License 2.0,Erlang,"['libyaml', 'yaml', 'libyaml-library', 'erlang']",Fast YAML native library for Erlang / Elixir
processone/iconv,51,2016-01-21T10:09:50Z,2023-05-19T14:10:27Z,2021-11-23T16:00:47Z,False,,False,Other,Shell,"['iconv', 'libiconv', 'encoding', 'iconv-library']",Fast encoding conversion library for Erlang / Elixir
processone/mqtree,11,2019-02-05T08:39:18Z,2023-01-31T06:32:07Z,2023-05-26T15:12:53Z,False,,False,Apache License 2.0,C,"['data-structures', 'erlang', 'tree-structure', 'mqtt']",Index tree for MQTT topic filters
processone/p1_acme,10,2019-09-16T15:55:17Z,2023-06-20T09:03:10Z,2023-01-17T10:20:27Z,False,,False,Apache License 2.0,Erlang,"['acme', 'letsencrypt', 'erlang', 'elixir']",ACME client library for Erlang
processone/p1_mysql,16,2016-01-22T16:39:59Z,2023-04-11T15:18:31Z,2023-01-17T10:10:05Z,False,,False,Other,Erlang,"['mysql', 'mysql-driver', 'erlang']",Pure Erlang MySQL driver
processone/p1_oauth2,10,2016-01-23T11:15:29Z,2022-09-14T02:27:21Z,2022-05-02T10:20:18Z,True,,False,MIT License,Erlang,['oauth2'],Erlang Oauth2 implementation
processone/p1_pgsql,19,2016-01-23T10:10:40Z,2023-05-04T08:03:01Z,2023-04-18T09:16:53Z,False,,False,,Erlang,"['postgresql-driver', 'pgsql', 'postgresql']",Pure Erlang PostgreSQL driver
processone/p1_utils,18,2014-07-17T08:46:19Z,2022-07-19T15:13:16Z,2022-05-02T10:20:28Z,False,,False,Apache License 2.0,Erlang,['erlang'],Erlang Utility Modules from ProcessOne
processone/pkix,9,2018-09-24T10:14:33Z,2022-12-13T06:27:48Z,2022-05-02T10:30:26Z,False,,False,Apache License 2.0,Erlang,"['pkix', 'certificates-validator', 'erlang']",PKIX certificates management for Erlang
processone/stringprep,16,2013-04-04T12:24:13Z,2022-11-28T02:48:28Z,2022-10-12T10:33:07Z,False,,False,Apache License 2.0,C,"['stringprep', 'erlang']",Fast Stringprep implementation for Erlang / Elixir
processone/stun,235,2013-04-04T10:00:32Z,2023-06-25T13:03:55Z,2023-01-17T10:09:24Z,False,,False,Apache License 2.0,Erlang,"['stun', 'ice', 'erlang', 'turn']",STUN and TURN library for Erlang / Elixir
processone/xmpp,121,2016-11-17T16:24:26Z,2023-06-21T12:26:09Z,2023-04-18T09:12:25Z,False,,False,Apache License 2.0,Erlang,"['xmpp', 'serialization-library', 'erlang']",Erlang/Elixir XMPP parsing and serialization library on top of Fast XML
processone/yconf,4,2019-05-03T07:34:36Z,2022-07-30T21:46:55Z,2023-01-17T10:15:32Z,False,,False,Apache License 2.0,Erlang,[],YAML configuration processor
product-definition-center/pdc-client,5,2015-11-16T02:23:01Z,2018-03-29T14:24:26Z,2018-03-29T14:24:24Z,False,,False,MIT License,Python,[],Client for Product Definition Center (PDC) in Python
productiontype/Spectral,212,2017-06-14T11:28:42Z,2023-06-08T09:12:09Z,2020-12-08T20:59:35Z,False,,False,SIL Open Font License 1.1,Shell,[],"Spectral is an original typeface designed by Production Type, primarily intended for use inside Google’s Docs and Slides."
progsource/maddy,146,2017-12-25T11:26:51Z,2023-06-25T10:06:13Z,2021-04-18T18:40:11Z,False,,False,MIT License,C++,"['markdown', 'parser', 'cpp14', 'html', 'header-only', 'library', 'c-plus-plus', 'cpp']",C++ Markdown to HTML header-only parser library
project-fifo/cf,19,2015-09-21T23:06:03Z,2023-06-19T08:32:16Z,2021-12-22T09:11:55Z,False,,False,Other,Erlang,[],Colored output for io and io_lib
projectM-visualizer/projectm,2714,2013-08-12T02:54:23Z,2023-07-02T14:06:18Z,2023-07-01T17:35:23Z,False,,False,GNU Lesser General Public License v2.1,C++,[],projectM - Cross-platform Music Visualization Library. Open-source and Milkdrop-compatible.
projectatomic/adb-vagrant-registration,50,2014-10-18T15:42:13Z,2023-05-08T22:41:45Z,2020-03-21T18:38:55Z,False,,False,GNU General Public License v2.0,Ruby,[],"A plugin to add ""register"" and ""unregister"" capabilities to Vagrant guests."
containerbuildsystem/atomic-reactor,132,2014-10-21T14:45:11Z,2023-06-19T12:58:22Z,2023-06-28T15:45:07Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],Simple python library for building docker images.
containers/bubblewrap,3117,2016-02-16T20:36:10Z,2023-07-02T15:19:36Z,2023-06-17T22:01:32Z,False,,False,Other,C,"['user-namespaces', 'linux-containers']",Low-level unprivileged sandboxing tool used by Flatpak and similar projects
projectatomic/bwrap-oci,70,2016-07-25T08:12:07Z,2023-06-08T13:37:05Z,2020-12-22T13:34:02Z,False,,False,Other,Makefile,"['user-namespaces', 'containers', 'linux-containers', 'oci', 'bubblewrap']",
containers/container-selinux,213,2015-04-06T13:03:48Z,2023-07-01T11:40:30Z,2023-07-02T11:26:17Z,False,,False,GNU General Public License v2.0,Roff,[],SELinux policy files for Container Runtimes
projectatomic/container-storage-setup,153,2014-10-16T16:11:13Z,2023-06-15T04:34:53Z,2019-06-28T07:40:56Z,False,,False,Apache License 2.0,Shell,"['docker', 'containers']",Service to set up storage for Docker and other container systems
projectatomic/oci-systemd-hook,61,2015-09-30T17:21:24Z,2023-06-18T20:50:19Z,2019-03-06T15:23:41Z,True,,False,GNU General Public License v3.0,C,[],OCI hook to enable running systemd in a container
containers/oci-umount,13,2017-05-24T17:52:08Z,2022-06-29T02:37:07Z,2021-05-13T15:17:55Z,False,,False,GNU General Public License v3.0,C,[],
containerbuildsystem/osbs-client,38,2015-02-27T08:20:07Z,2023-05-24T17:20:12Z,2023-05-09T13:35:37Z,False,,False,"BSD 3-Clause ""New"" or ""Revised"" License",Python,[],client for OpenShift Build Service
coreos/rpm-ostree,736,2013-12-22T03:16:38Z,2023-07-02T13:08:41Z,2023-07-01T06:15:03Z,False,,False,Other,C,"['package-manager', 'ostree', 'fedora', 'centos']",⚛📦 Hybrid image/package system with atomic upgrades and package layering
projectatomic/vagrant-adbinfo,2,2015-07-28T11:59:51Z,2023-01-28T20:57:15Z,2016-02-09T13:38:48Z,False,2018-03-22T17:02:48Z,False,GNU General Public License v2.0,Ruby,[],Return the proper port and IP for a docker daemon inside of the vagrant vm
projectdiscovery/blackrock,21,2021-04-15T15:49:12Z,2023-04-30T23:49:10Z,2023-06-12T14:01:35Z,False,,False,MIT License,Go,['lib'],blackrock cipher based on masscan 
projectdiscovery/cdncheck,384,2020-07-04T07:22:38Z,2023-07-02T09:13:44Z,2023-07-02T00:08:21Z,False,,False,MIT License,Go,"['cdn', 'cname', 'detection', 'technology', 'cli', 'api', 'lib']",A utility to detect various technology for a given IP address.
projectdiscovery/chaos-client,473,2020-05-07T02:39:31Z,2023-06-30T02:24:51Z,2023-06-26T12:57:23Z,False,,False,MIT License,Go,['cli'],Go client to communicate with Chaos DB API. 
projectdiscovery/clistats,15,2020-10-28T20:24:17Z,2023-05-08T06:38:57Z,2023-06-26T04:00:02Z,False,,False,MIT License,Go,['lib'],A command based package for simple display of statistics
projectdiscovery/dnsx,1620,2020-11-12T18:20:20Z,2023-07-02T12:24:56Z,2023-06-26T02:57:27Z,False,,False,MIT License,Go,"['dns-client', 'wildcard-filtering', 'dns-resolution', 'dns-records', 'dns-bruteforcer', 'hacktoberfest', 'cli']",dnsx is a fast and multi-purpose DNS toolkit allow to run multiple DNS queries of your choice with a list of user-supplied resolvers.
projectdiscovery/fdmax,21,2020-06-23T18:28:04Z,2023-05-09T07:27:29Z,2023-06-19T02:58:09Z,False,,False,MIT License,Go,['lib'],Small Helper Library to increase automatically the file descriptors limits for the current process
projectdiscovery/fileutil,12,2021-04-13T18:52:29Z,2023-05-09T07:27:01Z,2022-10-24T15:15:47Z,False,2022-10-24T22:48:58Z,False,MIT License,Go,[],File helpers - Moved at https://github.com/projectdiscovery/utils
projectdiscovery/goconfig,5,2021-06-30T10:12:09Z,2023-03-14T23:17:26Z,2023-06-27T00:03:53Z,False,,False,MIT License,Go,[],Helper library to save/restore internal values across multiple runs
projectdiscovery/goflags,51,2021-01-22T20:02:51Z,2023-06-14T07:00:11Z,2023-07-02T00:13:00Z,False,,False,MIT License,Go,"['hacktoberfest', 'library', 'goflags']",A go flag wrapper with convenience helpers
projectdiscovery/gologger,61,2020-02-26T10:32:56Z,2023-05-06T00:58:22Z,2023-06-19T07:59:43Z,False,,False,MIT License,Go,[],A simple layer for leveled logging in go
projectdiscovery/hmap,31,2020-10-18T16:30:33Z,2023-05-26T17:50:51Z,2023-06-26T05:57:57Z,False,,False,MIT License,Go,['lib'],Hybrid memory/disk map
projectdiscovery/httputil,3,2021-04-30T07:38:37Z,2023-01-27T19:54:48Z,2022-10-23T08:25:37Z,False,2022-10-23T15:26:02Z,False,MIT License,Go,[],Http helper library
projectdiscovery/ipranger,42,2020-12-03T16:02:53Z,2023-05-17T10:15:47Z,2023-06-26T19:58:21Z,False,,False,MIT License,Go,[],IP/FQDN data structure helper with randomization of hosts and ports based on masscan internal logic
projectdiscovery/iputil,8,2021-04-13T18:10:27Z,2023-01-27T19:52:41Z,2022-10-24T15:26:29Z,False,2022-10-24T22:48:30Z,False,MIT License,Go,[],ip helpers - Moved at https://github.com/projectdiscovery/utils
